Code station	Nom station	Secteur de la station	AASQA	Code ZAS	Nom ZAS	Type ZAS	Région	Code commune	Commune	Population commune	Unité urbaine	Population unité urbaine	Type unité urbaine	Latitude	Longitude	NO2	PM10	PM2.5	SO2	O3	C6H6	CO	As dans les  PM10	BaP dans les PM10	Cd dans les PM10	Ni dans les PM10	Pb dans les PM10
FR05010	St Romain de Colbosc	périurbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76647	 SAINT-ROMAIN-DE-COLBOSC 	4172	 SAINT-ROMAIN-DE-COLBOSC 	5668	agglomération	49,528927	0,358733				fond	fond							
FR05037	Caucriauville	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76351	 LE HAVRE 	169733	 LE HAVRE 	234945	agglomération	49,503906	0,175731				fond								
FR05040	Honfleur Sce Tech.	urbaine	ATMO NORMANDIE	FR28ZRE01	ZR NORMANDIE	ZRE	NORMANDIE	14333	 HONFLEUR 	7138	 HONFLEUR 	21487	agglomération	49,415108	0,2437		fond		fond	fond							
FR05056	Quillebeuf Phare	rurale près des villes	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	27485	 QUILLEBEUF-SUR-SEINE 	839	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 27 	265294	rurale	49,47372	0,526158				industrielle		industrielle						
FR05069	Tancarville Mairie	rurale près des villes	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76684	 TANCARVILLE 	1267	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 76 	293267	rurale	49,487682	0,451756				industrielle								
FR05070	Harfleur Ecole Coty	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76341	 HARFLEUR 	8395	 LE HAVRE 	234945	agglomération	49,505	0,201694				fond								
FR05072	Sainte Adresse	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76552	 SAINTE-ADRESSE 	7349	 LE HAVRE 	234945	agglomération	49,50386	0,084614				fond								
FR05074	Le Havre Ec. Herriot	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76351	 LE HAVRE 	169733	 LE HAVRE 	234945	agglomération	49,48963	0,100703		fond		fond	fond				fond			
FR05078	Le Havre Massillon	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76351	 LE HAVRE 	169733	 LE HAVRE 	234945	agglomération	49,4983	0,142706	fond			fond		fond						
FR05080	Rogerville Mairie	périurbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76533	 ROGERVILLE 	1501	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 76 	293267	rurale	49,50362	0,266872				industrielle								
FR05081	La Cerlangue	rurale près des villes	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76169	 LA CERLANGUE 	1282	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 76 	293267	rurale	49,504036	0,411594				industrielle								
FR05082	Touques	périurbaine	ATMO NORMANDIE	FR28ZRE01	ZR NORMANDIE	ZRE	NORMANDIE	14699	 TOUQUES 	3676	 DIVES-SUR-MER 	36209	agglomération	49,348	0,109253					fond							
FR05083	Gonfreville l Orcher	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76305	 GONFREVILLE-L'ORCHER 	9162	 LE HAVRE 	234945	agglomération	49,50273	0,232486	industrielle	industrielle		industrielle		industrielle	industrielle	industrielle		industrielle	industrielle	industrielle
FR05084	NDGravenchon Pasteur	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76476	 PORT-JÉRÔME-SUR-SEINE 	10157	 LILLEBONNE 	21950	agglomération	49,493332	0,571853	industrielle	industrielle		industrielle		industrielle	industrielle	industrielle		industrielle	industrielle	industrielle
FR05085	Lillebonne	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76384	 LILLEBONNE 	8845	 LILLEBONNE 	21950	agglomération	49,512146	0,539036				industrielle								
FR05087	Maison Parc Brotonne	rurale régionale	ATMO NORMANDIE	FR28ZRE01	ZR NORMANDIE	ZRE	NORMANDIE	76473	 NOTRE-DAME-DE-BLIQUETUIT 	772	 ARELAUNE-EN-SEINE 	3321	agglomération	49,498295	0,758833	fond		fond	fond	fond							
FR05088	Fécamp	périurbaine	ATMO NORMANDIE	FR28ZRE01	ZR NORMANDIE	ZRE	NORMANDIE	76259	 FÉCAMP 	18251	 FÉCAMP 	19968	agglomération	49,75	0,4159					fond							
FR05089	Le Havre Lafaurie-montant	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76351	 LE HAVRE 	169733	 LE HAVRE 	234945	agglomération	49,500187	0,110903	trafic	trafic	trafic			trafic						
FR05090	Le Havre ville-haute	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76351	 LE HAVRE 	169733	 LE HAVRE 	234945	agglomération	49,514686	0,100645	fond	fond	fond	fond	fond							
FR05500	Gonfreville l Orcher Côte Blanche	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76305	 GONFREVILLE-L'ORCHER 	9162	 LE HAVRE 	234945	agglomération	49,4989	0,2296						industrielle						
FR05501	Gonfreville Pissotière à Madame	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76533	 ROGERVILLE 	1501	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 76 	293267	rurale	49,4975	0,2531						industrielle						
FR05502	Quillebeuf sur Seine rue Féret	rurale près des villes	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	27485	 QUILLEBEUF-SUR-SEINE 	839	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 27 	265294	rurale	49,4675	0,531						industrielle						
FR05503	Notre Dame de Gravenchon Prevert	urbaine	ATMO NORMANDIE	FR28ZAR01	ZAR LE-HAVRE	ZAR	NORMANDIE	76476	 PORT-JÉRÔME-SUR-SEINE 	10157	 LILLEBONNE 	21950	agglomération	49,4811	0,574611						industrielle						
FR06001	Valenciennes Acacias	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG01	ZAG BLDV	ZAG	HAUTS-DE-FRANCE	59606	 VALENCIENNES 	43405	 VALENCIENNES (PARTIE FRANÇAISE) 	335262	agglomération	50,35853	3,50804	fond	fond			fond			fond		fond	fond	fond
FR06003	Douai Theuriet	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG01	ZAG BLDV	ZAG	HAUTS-DE-FRANCE	59178	 DOUAI 	39634	 DOUAI-LENS 	504281	agglomération	50,37822	3,06586	fond	fond	fond		fond							
FR06006	Valenciennes Wallon	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG01	ZAG BLDV	ZAG	HAUTS-DE-FRANCE	59606	 VALENCIENNES 	43405	 VALENCIENNES (PARTIE FRANÇAISE) 	335262	agglomération	50,36425	3,52273	trafic	trafic	trafic									
FR06007	Maubeuge Joyeuse	urbaine	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	59392	 MAUBEUGE 	29632	 MAUBEUGE (PARTIE FRANÇAISE) 	110931	agglomération	50,27936	3,97691	fond	fond			fond							
FR06011	Denain Villars	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAG01	ZAG BLDV	ZAG	HAUTS-DE-FRANCE	59172	 DENAIN 	19933	 VALENCIENNES (PARTIE FRANÇAISE) 	335262	agglomération	50,32276	3,39593	fond	fond			fond							
FR06133	Cartignies	rurale près des villes	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	59134	 CARTIGNIES 	1245	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 59 	222565	rurale	50,09225	3,85003	fond	fond	fond		fond							
FR06134	Saint Amand	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAG01	ZAG BLDV	ZAG	HAUTS-DE-FRANCE	59526	 SAINT-AMAND-LES-EAUX 	16053	 SAINT-AMAND-LES-EAUX 	35902	agglomération	50,45647	3,42794	fond				fond							
FR07004	Montferrand	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63113	 CLERMONT-FERRAND 	146734	 CLERMONT-FERRAND 	272551	agglomération	45,79728	3,113833	fond	fond	fond		fond			fond		fond	fond	fond
FR07009	Jardin Lecoq	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63113	 CLERMONT-FERRAND 	146734	 CLERMONT-FERRAND 	272551	agglomération	45,772167	3,0875	fond	fond			fond							
FR07022	Paray le Fresil	rurale régionale	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	3203	 PARAY-LE-FRÉSIL 	387	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 03 	140344	rurale	46,652668	3,600667	fond	fond	fond		fond							
FR07028	Les Ancizes	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	63004	 LES ANCIZES-COMPS 	1652	 SAINT-GEORGES-DE-MONS 	3598	agglomération	45,929333	2,829806		industrielle									industrielle	
FR07031	Rageade	rurale régionale	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	15158	 RAGEADE 	102	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 15 	93710	rurale	45,10472	3,277361		fond	fond		fond							
FR07034	Clermont-Esplanade Gare	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63113	 CLERMONT-FERRAND 	146734	 CLERMONT-FERRAND 	272551	agglomération	45,775696	3,09625	trafic	trafic	trafic					trafic		trafic	trafic	trafic
FR07039	Chamalières Europe	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63075	 CHAMALIÈRES 	17210	 CLERMONT-FERRAND 	272551	agglomération	45,774728	3,062978	trafic	trafic										
FR07048	Villeneuve sur Allier	rurale près des villes	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAR05	ZAR MOULINS	ZAR	AUVERGNE-RHONE-ALPES	3316	 VILLENEUVE-SUR-ALLIER 	1073	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 03 	140344	rurale	46,659048	3,249247	trafic											
FR07051	Beaulieu	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63113	 CLERMONT-FERRAND 	146734	 CLERMONT-FERRAND 	272551	agglomération	45,769	3,155	industrielle	industrielle										
FR07052	Aurillac-Lagarde	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	15014	 AURILLAC 	25531	 AURILLAC 	33005	agglomération	44,92008	2,441082	fond	fond	fond		fond							
FR07053	Edouard Michelin	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63113	 CLERMONT-FERRAND 	146734	 CLERMONT-FERRAND 	272551	agglomération	45,780434	3,111592	trafic											
FR07054	Le Puy-Causans	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	43157	 LE PUY-EN-VELAY 	19061	 LE PUY-EN-VELAY 	38469	agglomération	45,039001	3,887001	fond	fond			fond							
FR07056	Pays du Mezenc	rurale régionale	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	43092	 FAY-SUR-LIGNON 	357	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 43 	115488	rurale	44,98377	4,226006		fond			fond							
FR07057	Moulins Centre	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAR05	ZAR MOULINS	ZAR	AUVERGNE-RHONE-ALPES	3190	 MOULINS 	19563	 MOULINS 	37969	agglomération	46,5619722	3,340638889	fond	fond	fond		fond							
FR07058	Montluçon	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	3185	 MONTLUÇON 	34938	 MONTLUÇON 	53252	agglomération	46,340723	2,593945	fond	fond	fond		fond							
FR07059	Vichy	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	3310	 VICHY 	24854	 VICHY 	64990	agglomération	46,130431	3,425694	fond	fond			fond							
FR07060	Royat Périurbaine	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63308	 ROYAT 	4505	 CLERMONT-FERRAND 	272551	agglomération	45,764111	3,046111	fond				fond							
FR07061	Riom Périurbaine	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63300	 RIOM 	19011	 RIOM 	33633	agglomération	45,89674	3,122254	fond	fond			fond							
FR07202	Stade Leclanche	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG04	ZAG CLERMONT-FERRAND	ZAG	AUVERGNE-RHONE-ALPES	63113	 CLERMONT-FERRAND 	146734	 CLERMONT-FERRAND 	272551	agglomération	45,807487	3,111111									fond			
FR08003	Montpellier Chaptal	urbaine	ATMO OCCITANIE	FR76ZAG02	ZAG MONTPELLIER	ZAG	OCCITANIE	34172	 MONTPELLIER 	290053	 MONTPELLIER 	449187	agglomération	43,611302	3,86626	fond											
FR08004	Montpellier St Denis	urbaine	ATMO OCCITANIE	FR76ZAG02	ZAG MONTPELLIER	ZAG	OCCITANIE	34172	 MONTPELLIER 	290053	 MONTPELLIER 	449187	agglomération	43,6051	3,87464	trafic											
FR08016	Montpellier Prés d'Arènes	urbaine	ATMO OCCITANIE	FR76ZAG02	ZAG MONTPELLIER	ZAG	OCCITANIE	34172	 MONTPELLIER 	290053	 MONTPELLIER 	449187	agglomération	43,5915	3,88681	fond	fond	fond		fond							
FR08017	Montpellier Périurbaine Sud (Lattes)	périurbaine	ATMO OCCITANIE	FR76ZAG02	ZAG MONTPELLIER	ZAG	OCCITANIE	34129	 LATTES 	16710	 MONTPELLIER 	449187	agglomération	43,5705	3,9118					fond							
FR08018	Montpellier St Gely	périurbaine	ATMO OCCITANIE	FR76ZAG02	ZAG MONTPELLIER	ZAG	OCCITANIE	34255	 SAINT-GÉLY-DU-FESC 	9996	 MONTPELLIER 	449187	agglomération	43,6926	3,80021					fond							
FR08020	Lunel Viel	périurbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	34146	 LUNEL-VIEL 	4184	 LUNEL 	51956	agglomération	43,6758	4,08838	industrielle	industrielle	industrielle					industrielle		industrielle	industrielle	industrielle
FR08022	Agathois-piscénois	périurbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	34003	 AGDE 	29090	 AGDE 	29090	agglomération	43,2875	3,50484	fond				fond							
FR08023	Biterrois-Narbonnais	rurale régionale	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	34084	 CORNEILHAN 	1721	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 34 	126384	rurale	43,4068	3,18878					fond							
FR08030	Pompignane	urbaine	ATMO OCCITANIE	FR76ZAG02	ZAG MONTPELLIER	ZAG	OCCITANIE	34172	 MONTPELLIER 	290053	 MONTPELLIER 	449187	agglomération	43,6096	3,89878	trafic	trafic	trafic			trafic						
FR08209	Gard Rhodanien2	rurale près des villes	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	30315	 SAZE 	2051	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 30 	133276	rurale	43,9426	4,67958					fond							
FR08252	GARNOR03	périurbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	30278	 SAINT-LAURENT-DES-ARBRES 	3032	 SAINT-LAURENT-DES-ARBRES 	5015	agglomération	44,054475	4,697408			industrielle									
FR08614	Nimes Gauzy	urbaine	ATMO OCCITANIE	FR76ZAR02	ZAR NIMES	ZAR	OCCITANIE	30189	 NÎMES 	149633	 NÎMES 	184347	agglomération	43,8344	4,3744	fond	fond	fond		fond							
FR08616	Nimes Planas	urbaine	ATMO OCCITANIE	FR76ZAR02	ZAR NIMES	ZAR	OCCITANIE	30189	 NÎMES 	149633	 NÎMES 	184347	agglomération	43,8299	4,36199	trafic	trafic										
FR08617	Nimes La Calmette	périurbaine	ATMO OCCITANIE	FR76ZAR02	ZAR NIMES	ZAR	OCCITANIE	30061	 LA CALMETTE 	2282	 LA CALMETTE 	2282	agglomération	43,9254	4,26581					fond							
FR08712	Perpignan St Esteve	périurbaine	ATMO OCCITANIE	FR76ZAR01	ZAR PERPIGNAN	ZAR	OCCITANIE	66172	 SAINT-ESTÈVE 	11697	 PERPIGNAN 	201291	agglomération	42,7198	2,83988					fond			industrielle		industrielle	industrielle	industrielle
FR08713	Perpignan Rigaud	urbaine	ATMO OCCITANIE	FR76ZAR01	ZAR PERPIGNAN	ZAR	OCCITANIE	66136	 PERPIGNAN 	119188	 PERPIGNAN 	201291	agglomération	42,6835	2,90351	fond	fond										
FR08714	Perpignan Les Carmes	urbaine	ATMO OCCITANIE	FR76ZAR01	ZAR PERPIGNAN	ZAR	OCCITANIE	66136	 PERPIGNAN 	119188	 PERPIGNAN 	201291	agglomération	42,6955	2,90053	fond	fond	fond		fond							
FR09003	place de VERDUN	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	17300	 LA ROCHELLE 	76114	 LA ROCHELLE 	133597	agglomération	46,162556	-1,153603	fond	fond	fond		fond							
FR09008	Aytré	périurbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	17028	 AYTRÉ 	9205	 LA ROCHELLE 	133597	agglomération	46,135155	-1,117042	fond	fond			fond							
FR09015	Les Couronneries	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZAR02	ZAR POITIERS	ZAR	NOUVELLE-AQUITAINE	86194	 POITIERS 	88665	 POITIERS 	132154	agglomération	46,586918	0,358583	fond	fond			fond							
FR09103	Square Pablo Casals	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	16015	 ANGOULÊME 	41711	 ANGOULÊME 	109395	agglomération	45,647415	0,167167	fond	fond	fond		fond							
FR09106	ANGOULEME-GAMBETTA	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	16015	 ANGOULÊME 	41711	 ANGOULÊME 	109395	agglomération	45,65145	0,16236667	trafic	trafic				trafic						
FR09203	La Pallice3 LR	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	17300	 LA ROCHELLE 	76114	 LA ROCHELLE 	133597	agglomération	46,16161	-1,211203		industrielle	industrielle									
FR09301	AIRVAULT 2	périurbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	79005	 AIRVAULT  	3291	 AIRVAULT 	3976	agglomération	46,824368	-0,135461	fond	fond		industrielle	fond							
FR09302	Zoodyssée Chizé	rurale régionale	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	79350	 VILLIERS-EN-BOIS 	122	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 79 	167233	rurale	46,143173	-0,396042	fond	fond	fond		fond							
FR09303	Niort Venise	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZAR03	ZAR NIORT	ZAR	NOUVELLE-AQUITAINE	79191	 NIORT 	59059	 NIORT 	73223	agglomération	46,320016	-0,482888	fond	fond	fond		fond							
FR09304	AIRVAULT 3	périurbaine	ATMO NOUVELLE-AQUITAINE	FR75ZRE01	ZR NOUVELLE-AQUITAINE	ZRE	NOUVELLE-AQUITAINE	79005	 AIRVAULT  	3291	 AIRVAULT 	3976	agglomération	46,823803	-0,135608	fond	fond		industrielle	fond							
FR09399	Niort Trafic 6	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZAR03	ZAR NIORT	ZAR	NOUVELLE-AQUITAINE	79191	 NIORT 	59059	 NIORT 	73223	agglomération	46,321976	-0,4664312	trafic	trafic				trafic						
FR09403	Poitiers-Le Nain	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZAR02	ZAR POITIERS	ZAR	NOUVELLE-AQUITAINE	86194	 POITIERS 	88665	 POITIERS 	132154	agglomération	46,5909	0,3404	trafic	trafic										
FR09404	Poitiers Centre  Augouard	urbaine	ATMO NOUVELLE-AQUITAINE	FR75ZAR02	ZAR POITIERS	ZAR	NOUVELLE-AQUITAINE	86194	 POITIERS 	88665	 POITIERS 	132154	agglomération	46,58389	0,345556	fond	fond	fond		fond	fond	fond		fond			
FR10004	Malo-les-Bains	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	59183	 DUNKERQUE 	86865	 DUNKERQUE 	165123	agglomération	51,04858	2,42004		fond	fond						fond			
FR10012	Mardyck	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	59183	 DUNKERQUE 	86865	 DUNKERQUE 	165123	agglomération	51,01943	2,25099	industrielle	industrielle		industrielle		industrielle						
FR10016	Calais Berthelot	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	62193	 CALAIS 	72929	 CALAIS 	97789	agglomération	50,94729	1,84308		fond	fond									
FR10017	St Pol mer - cheminots	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	59183	 DUNKERQUE 	86865	 DUNKERQUE 	165123	agglomération	51,032761	2,332358	fond	fond		fond	fond							
FR10025	Sangatte	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	62774	 SANGATTE 	4852	 CALAIS 	97789	agglomération	50,94989	1,76917	fond	fond			fond							
FR10026	Calais Parmentier	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	62193	 CALAIS 	72929	 CALAIS 	97789	agglomération	50,9578	1,89008	fond	fond		fond	fond							
FR10028	Gravelines PC/Drire	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	59273	 GRAVELINES 	11132	 DUNKERQUE 	165123	agglomération	50,98106	2,14317		industrielle		industrielle								
FR10029	Cappelle la Grande	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	59131	 CAPPELLE-LA-GRANDE 	7909	 DUNKERQUE 	165123	agglomération	50,99594	2,36627	fond	fond		fond	fond							
FR10030	Boulogne Diderot	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	62160	 BOULOGNE-SUR-MER 	40664	 BOULOGNE-SUR-MER 	84676	agglomération	50,717029	1,605913		trafic	trafic									
FR10032	Outreau	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	62643	 OUTREAU 	13575	 BOULOGNE-SUR-MER 	84676	agglomération	50,69435	1,57657	fond	fond			fond							
FR10034	Grande-synthe	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	59271	 GRANDE-SYNTHE 	22777	 DUNKERQUE 	165123	agglomération	51,02446	2,30215	industrielle	industrielle		industrielle			industrielle	industrielle	industrielle	industrielle	industrielle	industrielle
FR10041	St Omer Ribot	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR01	ZAR COTE-D-OPALE	ZAR	HAUTS-DE-FRANCE	62765	 SAINT-OMER 	14726	 SAINT-OMER 	74265	agglomération	50,74823	2,25978	fond	fond			fond							
FR10132	Campagne les B.	rurale régionale	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	62202	 CAMPAGNE-LÈS-BOULONNAIS 	655	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 62 	263442	rurale	50,61048	1,99145		fond	fond		fond							
FR11007	Lille Leeds	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG02	ZAG LILLE	ZAG	HAUTS-DE-FRANCE	59350	 LILLE 	233098	 LILLE (PARTIE FRANÇAISE) 	1047075	agglomération	50,6407944	3,074772	trafic		trafic			trafic						
FR11016	Marcq CTM	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG02	ZAG LILLE	ZAG	HAUTS-DE-FRANCE	59378	 MARCQ-EN-BARŒUL 	38570	 LILLE (PARTIE FRANÇAISE) 	1047075	agglomération	50,67003	3,07656		fond										
FR11025	Lille Fives	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG02	ZAG LILLE	ZAG	HAUTS-DE-FRANCE	59350	 LILLE 	233098	 LILLE (PARTIE FRANÇAISE) 	1047075	agglomération	50,62805	3,09031	fond	fond	fond		fond							
FR11026	Halluin stade	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAG02	ZAG LILLE	ZAG	HAUTS-DE-FRANCE	59279	 HALLUIN 	20808	 LILLE (PARTIE FRANÇAISE) 	1047075	agglomération	50,775482	3,12568	fond				fond							
